Marca temporal,¿Cuál es tu edad?,¿Cuál es tu sexo?,¿Cuál es tu nivel de estudios?,"Regularmente, ¿Cuánto tiempo al día, pasas estudiando?",¿Con qué frecuencia escuchas música mientras estudias?,"Cuando estudias, ¿recuerdas mejor un tema si lo estudiaste con una canción específica?",La música te ayuda a sobrellevar materias que no te gustan,¿En qué tipo de materias te ayuda escuchar música?,Sientes menos ansiedad cuando escuchas música,Consideras que la música mejora tu rendimiento o te hace sentir más cómodo,"Cuando estudias, ¿escuchas música con o sin audífonos? ","Si no escuchas música al estudiar, qué prefieres escuchar:",¿Sueles cantar mientras estudias con música?,Sueles poner música mientras haces:,"La música que escuchas al estudiar, ¿es diferente a la que escuchas por ocio? ",¿Has dejado de estudiar por distraerte con la música? ,¿Qué buscas al poner música para estudiar? ,La música te ayuda más cuando el tema o materia es…,"Al día siguiente, recuerdas mejor lo que estudias si usaste música", ¿Te molesta que alguien más escuche música diferente cerca de ti mientras estudias? ,La música. ¿te ayuda a concentrarte más en tus tareas?,¿Qué nivel de volumen usas al estudiar con música?,Notas que al estudiar con música cambia tu rendimiento académico,¿En qué tipo de actividades te ayuda más la música?  ,¿Qué género escuchas principalmente al estudiar?,¿La música que escuchas tiene letra (voz)?,"En una escala del 1 al 5, ¿cuánto crees que la música mejora tu concentración?","En una escala del 1 al 5. Cuando estudias con música desde tu teléfono, ¿qué tan frecuente es que termines distrayéndote revisando notificaciones, redes sociales o mensajes?",En una escala del 1 al 5. ¿Estudiar con música usando audífonos te ayuda a aislarte del ruido del entorno?,"Cuando estudias fuera de casa, ¿qué prefieres para concentrarte?","Cuando escuchas música desde tu teléfono para estudiar, ¿usas alguna estrategia para evitar distracciones digitales?","Cuando estudias para un examen importante, ¿cambias el tipo de música o la forma en que la usas?",  ¿Cuál es tu criterio principal para elegir una playList o álbum antes de empezar a estudiar?  ,¿Cuánto tiempo dedicas a elegir la música antes de comenzar realmente a estudiar?,¿Cómo influye la música en tu percepción del paso del tiempo mientras estudias?,"Si una canción que te gusta mucho empieza a sonar, ¿Cuál es tu reacción inmediata?  ","¿Utilizas la música como una señal para ""entrar en modo estudio"" (es decir, como un ritual para empezar)?  "
5/10/2026 23:34:05,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Siempre,A veces,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Con audífonos,No aplica,A veces,Tareas difíciles,Si,Algunas veces,Calma,Difícil,No hay diferencia,Si,Influye mucho,Alto,"Si, mejora",Ejercicios prácticos / Matemáticas / Programación,"Soundtracks (Videojuegos/Películas), Pop / Urbano, Rock / Metal","Sí, en un idioma que no entiendo",4,5,4,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,La ignoro y mantengo la concentración en la tarea,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/10/2026 23:34:15,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Casi siempre,Si,Si,Materias Prácticas,Sí,Me hace sentir más cómodo,Con audífonos,Conversaciones de fondo,Sí,Tareas repetitivas,Si,Casi nunca,Concentración,Media,Si,No,Influye mucho,Alto,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación","Soundtracks (Videojuegos/Películas), Lo-Fi / Ambient, Pop / Urbano, Electrónica","Sí, en un idioma que no entiendo",5,4,4,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",No noto ninguna diferencia en mi percepción del tiempo.,La cambio porque sé que me va a distraer,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/11/2026 22:52:33,Mayores de 34 años,Femenino,Licenciatura,Menos de 1 hora,A veces,No,Si,Materias Teóricas,Sí,Mejora mi rendimiento,Con audífonos,Silencio absoluto,Sí,No pongo música,Si,Casi nunca,Motivación,Media,Si,No,Un poco,Bajo,"Si, mejora",Lectura / Memorización,Pop / Urbano,"Sí, en un idioma que entiendo",3,3,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"No, escucho lo mismo que siempre",Busco música nueva para mantenerme motivado/a,Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 0:44:57,29-33 años,Femenino,Posgrado,Más de 2 horas,A veces,No,No,Materias Prácticas,No,Ninguna,Con audífonos,No aplica,No,Tareas repetitivas,Si,Algunas veces,Motivación,Media,No hay diferencia,Si,Un poco,Bajo,"Si, mejora",Ninguna,Música Clásica / Instrumental,"No, es puramente instrumental",4,1,4,"Escuchar ruido ambiente (personas, pasillos, etc.)",No escucho música desde el teléfono al estudiar,"Sí, dejo de usar música para concentrarme más",Busco música nueva para mantenerme motivado/a,Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 5:09:50,Mayores de 34 años,Femenino,Posgrado,Más de 2 horas,Siempre,Si,Si,Materias Teóricas,Sí,Ambas,Sin audífonos,Silencio absoluto,No,Tareas difíciles,Si,Algunas veces,Concentración,Difícil,Si,Si,Influye mucho,Medio,"Si, mejora","Lectura / Memorización, Redacción de textos, Diseño / Creatividad",Música Clásica / Instrumental,"No, es puramente instrumental",5,2,5,Estudiar en silencio,No uso ninguna estrategia,"Sí, elijo música más tranquila o instrumental","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 6:11:14,Mayores de 34 años,Masculino,Posgrado,Más de 2 horas,Casi siempre,No,No,Materias Teóricas,Sí,Me hace sentir más cómodo,Sin audífonos,Silencio absoluto,No,Tareas repetitivas,No,Nunca,Calma,Fácil,Si,Si,No influye,Bajo,No cambia,Redacción de textos,Electrónica,"Sí, en un idioma que entiendo",4,3,1,Estudiar en silencio,No uso ninguna estrategia,"Sí, elijo música más tranquila o instrumental",Busco música nueva para mantenerme motivado/a,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 9:18:36,19-23 años,Masculino,Bachillerato o equivalente,Menos de 1 hora,A veces,No,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Sin audífonos,Conversaciones de fondo,No,Tareas fáciles,No,Casi nunca,Energía,Media,No,Depende,Un poco,Medio,No cambia,"Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación",Pop / Urbano,"Sí, en un idioma que entiendo",3,3,4,Estudiar en silencio,No uso ninguna estrategia,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 9:32:07,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Casi siempre,A veces,Si,Materias Teóricas,Sí,Me hace sentir más cómodo,Sin audífonos,No aplica,A veces,Tareas difíciles,No,Algunas veces,Motivación,Media,No hay diferencia,Si,Un poco,Depende,No cambia,"Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Pop / Urbano, Rock / Metal","Sí, en un idioma que entiendo",4,2,2,Estudiar con música y audífonos,No uso ninguna estrategia,"Si, elijo música más movida",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 9:44:57,Mayores de 34 años,Femenino,Posgrado,Más de 2 horas,Casi siempre,Si,Si,Materias Creativas,Sí,Mejora mi rendimiento,Sin audífonos,No aplica,A veces,Tareas difíciles,No,Algunas veces,Calma,Difícil,Si,No,Influye mucho,Medio,"Si, mejora",Lectura / Memorización,Pop / Urbano,"Sí, en un idioma que entiendo",4,3,2,Estudiar con música y audífonos,No escucho música desde el teléfono al estudiar,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 9:48:19,Menor de 18 años,Prefiero no decirlo,Primaria,Más de 2 horas,Nunca,No,No sé,Materias Teóricas,No,Ambas,No escucho música,"Ruido blanco, Conversaciones de fondo, Silencio absoluto, No aplica",A veces,Popo,No,Nunca,Hola,Difícil,No hay diferencia,Depende,Influye mucho,Depende,"Si, empeora","Lectura / Memorización, Redacción de textos",Tribalero y danzón,"No, es puramente instrumental",1,1,1,Ver titocs,No escucho música desde el teléfono al estudiar,No uso música para exámenes,"No uso playlists, elijo canciones una por una",Más de 15 minutos (a veces procrastino eligiendo la música),No noto ninguna diferencia en mi percepción del tiempo.,La cambio porque sé que me va a distraer,"A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 9:48:50,Mayores de 34 años,Masculino,Posgrado,Más de 2 horas,Siempre,Si,Si,Materias Teóricas,Sí,Ambas,Sin audífonos,No aplica,No,Cualquier tipo de tareas.,No,Nunca,Concentración,Difícil,Si,No,Influye mucho,Depende,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos","Música Clásica / Instrumental, Rock / Metal, Jazz y Blues","Sí, en un idioma que entiendo",5,1,5,Estudiar con música y audífonos,No escucho música desde el teléfono al estudiar,"No, escucho lo mismo que siempre","No uso playlists, elijo canciones una por una",Menos de 5 minutos,No noto ninguna diferencia en mi percepción del tiempo.,La ignoro y mantengo la concentración en la tarea,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 9:57:49,19-23 años,Masculino,Bachillerato o equivalente,De 1 a 2 horas,Siempre,A veces,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Con audífonos,No aplica,A veces,Tareas repetitivas,No,Algunas veces,Calma,Media,Si,Depende,Un poco,Depende,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación","Pop / Urbano, Rock / Metal","Sí, en un idioma que entiendo",4,3,4,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más lento.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:00:57,19-23 años,Masculino,Licenciatura,Menos de 1 hora,Casi siempre,No,Si,Materias Teóricas,No sé,Me hace sentir más cómodo,Con audífonos,Conversaciones de fondo,A veces,Tareas difíciles,No,Algunas veces,Evitar el silencio,Media,No hay diferencia,Depende,Un poco,Depende,No cambia,"Lectura / Memorización, Redacción de textos, Diseño / Creatividad",Pop / Urbano,"Sí, en un idioma que entiendo",4,5,5,Estudiar con música y audífonos,No uso ninguna estrategia,No uso música para exámenes,"Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:01:58,Mayores de 34 años,Masculino,Posgrado,De 1 a 2 horas,Casi siempre,A veces,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Sin audífonos,Silencio absoluto,No,Tareas repetitivas,A veces,Casi nunca,Energía,Difícil,Si,Si,Un poco,Medio,"Si, mejora","Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Rock / Metal","Sí, en un idioma que no entiendo",4,2,4,Estudiar en silencio,No uso ninguna estrategia,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:02:51,Mayores de 34 años,Femenino,Posgrado,Más de 2 horas,Siempre,No,Más o menos,Materias Creativas,Sí,Ambas,Sin audífonos,No aplica,A veces,Tareas difíciles,Si,Nunca,Calma,Difícil,Si,Depende,Un poco,Bajo,"Si, mejora",Diseño / Creatividad,Música Clásica / Instrumental,"No, es puramente instrumental",4,4,1,Estudiar en silencio,Desactivo datos o Wi-Fi,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,No noto ninguna diferencia en mi percepción del tiempo.,La ignoro y mantengo la concentración en la tarea,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:04:46,Mayores de 34 años,Masculino,Licenciatura,Más de 2 horas,Casi siempre,Si,Si,Materias Prácticas,Sí,Ambas,Sin audífonos,Silencio absoluto,No,Tareas difíciles,Si,Casi nunca,Concentración,Difícil,Si,Depende,Influye mucho,Bajo,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, New age, jazz instrumental, balada romántica en todos los idiomas ","Sí, en un idioma que entiendo",4,2,2,Estudiar con música y audífonos,Uso aplicaciones para bloquear redes sociales,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,La ignoro y mantengo la concentración en la tarea,"Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:06:09,19-23 años,Masculino,Licenciatura,Más de 2 horas,A veces,A veces,Más o menos,Materias Teóricas,No,Ambas,Con audífonos,Silencio absoluto,No,Tareas fáciles,Si,Casi siempre,Motivación,Media,Si,Si,Un poco,Medio,No cambia,"Redacción de textos, Diseño / Creatividad","Ruido Blanco (White Noise), Lo-Fi / Ambient","Sí, en un idioma que no entiendo",3,3,3,Estudiar en silencio,Uso aplicaciones para bloquear redes sociales,"Si, elijo música más movida",Busco una que ya conozco para no distraerme con canciones nuevas,Más de 15 minutos (a veces procrastino eligiendo la música),Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:08:20,19-23 años,Femenino,Bachillerato o equivalente,Más de 2 horas,A veces,No,Más o menos,Materias Prácticas,No,Me hace sentir más cómodo,Con audífonos,"Conversaciones de fondo, Silencio absoluto",No,Tareas repetitivas,Si,Algunas veces,Calma,Media,No,No,Un poco,Medio,No cambia,Redacción de textos,Pop / Urbano,"Sí, en un idioma que entiendo",2,2,2,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,No noto ninguna diferencia en mi percepción del tiempo.,La cambio porque sé que me va a distraer,"Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:08:30,19-23 años,Femenino,Bachillerato o equivalente,Menos de 1 hora,Siempre,A veces,Más o menos,"Materias Lógicas (Matemáticas, Física)",Tal vez,Ambas,Con audífonos,No aplica,No,Tareas repetitivas,Si,Casi nunca,Concentración,Media,Si,Si,Influye mucho,Medio,"Si, mejora",Lectura / Memorización,"Música Clásica / Instrumental, Lo-Fi / Ambient","No, es puramente instrumental",4,2,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"Sí, elijo música más tranquila o instrumental","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,La cambio porque sé que me va a distraer,"Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:08:45,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,A veces,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Con audífonos,No aplica,A veces,Tareas fáciles,A veces,Algunas veces,Motivación,Media,No hay diferencia,Depende,Un poco,Medio,No cambia,Ejercicios prácticos / Matemáticas / Programación,Pop / Urbano,"Sí, en un idioma que no entiendo",4,5,3,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",No noto ninguna diferencia en mi percepción del tiempo.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:09:37,24-28 años,Femenino,Licenciatura,De 1 a 2 horas,Siempre,A veces,Si,Materias Teóricas,Sí,Me hace sentir más cómodo,Con audífonos,No aplica,No,Tareas repetitivas,Si,Algunas veces,Energía,Media,No hay diferencia,Si,Un poco,Alto,No cambia,Lectura / Memorización,Rock / Metal,"Sí, en un idioma que entiendo",3,3,4,Estudiar con música y audífonos,No uso ninguna estrategia,"Si, elijo música más movida",Busco una que ya conozco para no distraerme con canciones nuevas,Más de 15 minutos (a veces procrastino eligiendo la música),No noto ninguna diferencia en mi percepción del tiempo.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/12/2026 10:10:50,19-23 años,Femenino,Licenciatura,Más de 2 horas,A veces,No,Si,Materias Prácticas,Sí,Me hace sentir más cómodo,Sin audífonos,Conversaciones de fondo,Sí,Tareas repetitivas,A veces,Casi siempre,Evitar el silencio,Media,No,No,Me distrae,Medio,"Si, empeora","Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Pop / Urbano","Sí, en un idioma que no entiendo",2,4,4,"Escuchar ruido ambiente (personas, pasillos, etc.)",Activo el modo concentración / no molestar,No uso música para exámenes,"Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:11:16,Mayores de 34 años,Femenino,Licenciatura,Más de 2 horas,Casi siempre,Si,Más o menos,Materias Teóricas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,No,Tareas repetitivas,Si,Casi nunca,Calma,Difícil,Si,No,Influye mucho,Medio,"Si, mejora",Lectura / Memorización,Soundtracks (Videojuegos/Películas),"No, es puramente instrumental",5,2,5,Estudiar con música y audífonos,No uso ninguna estrategia,"Sí, dejo de usar música para concentrarme más","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:11:37,24-28 años,Masculino,Licenciatura,Más de 2 horas,Casi siempre,No,Si,Materias Teóricas,Sí,Me hace sentir más cómodo,Con audífonos,No aplica,A veces,Tareas repetitivas,A veces,Algunas veces,Calma,Media,No hay diferencia,Depende,Un poco,Medio,"Si, mejora","Lectura / Memorización, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Ruido Blanco (White Noise), Lo-Fi / Ambient","Sí, en un idioma que no entiendo",2,3,4,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:12:40,19-23 años,Femenino,Bachillerato o equivalente,Menos de 1 hora,Siempre,A veces,Si,Materias Teóricas,Tal vez,Me hace sentir más cómodo,Con audífonos,No aplica,A veces,Tareas difíciles,A veces,Algunas veces,Concentración,Difícil,No hay diferencia,Depende,Un poco,Depende,"Si, mejora","Lectura / Memorización, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Ruido Blanco (White Noise), Electrónica","Sí, en un idioma que no entiendo",3,4,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",No noto ninguna diferencia en mi percepción del tiempo.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:13:11,29-33 años,Femenino,Licenciatura,Más de 2 horas,Casi nunca,No,Si,Materias Creativas,Tal vez,Me hace sentir más cómodo,No escucho música,Silencio absoluto,No,No pongo música,Si,Algunas veces,Calma,Fácil,No hay diferencia,Si,Me distrae,Bajo,No cambia,"Redacción de textos, Diseño / Creatividad","Soundtracks (Videojuegos/Películas), Lo-Fi / Ambient","No, es puramente instrumental",1,5,1,"Escuchar ruido ambiente (personas, pasillos, etc.)",No escucho música desde el teléfono al estudiar,No uso música para exámenes,Busco música nueva para mantenerme motivado/a,Menos de 5 minutos,No noto ninguna diferencia en mi percepción del tiempo.,La ignoro y mantengo la concentración en la tarea,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:13:32,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Casi siempre,A veces,Si,Materias Prácticas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,No,En todas ,No,Nunca,Concentración,Difícil,Si,No,Un poco,Medio,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación",De todo un poco ,"Sí, en un idioma que entiendo",4,2,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más lento.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:14:13,24-28 años,Masculino,Licenciatura,Más de 2 horas,A veces,A veces,Más o menos,Materias Teóricas,Sí,Me hace sentir más cómodo,Con audífonos,No aplica,A veces,Tareas repetitivas,Si,Algunas veces,Energía,Media,No hay diferencia,Si,Un poco,Medio,No cambia,"Lectura / Memorización, Diseño / Creatividad","Música Clásica / Instrumental, Lo-Fi / Ambient","Sí, en un idioma que entiendo",3,3,4,Estudiar con música y audífonos,No uso ninguna estrategia,"Sí, dejo de usar música para concentrarme más","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,No noto ninguna diferencia en mi percepción del tiempo.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:14:38,19-23 años,Femenino,Bachillerato o equivalente,De 1 a 2 horas,Casi siempre,A veces,Más o menos,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,No aplica,A veces,Tareas repetitivas,A veces,Algunas veces,Motivación,Media,No hay diferencia,Depende,Un poco,Medio,"Si, mejora","Lectura / Memorización, Redacción de textos","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Lo-Fi / Ambient, Pop / Urbano, Electrónica","Sí, en un idioma que entiendo",3,3,3,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más lento.,La cambio porque sé que me va a distraer,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/12/2026 10:15:03,19-23 años,Masculino,Licenciatura,Menos de 1 hora,Casi siempre,No,Si,Materias Creativas,Sí,Mejora mi rendimiento,Sin audífonos,Conversaciones de fondo,A veces,Tareas difíciles,No,Algunas veces,Motivación,Difícil,Si,Si,No influye,Medio,"Si, mejora","Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad",Electrónica,"Sí, en un idioma que entiendo",5,3,2,"Escuchar ruido ambiente (personas, pasillos, etc.)",Desactivo datos o Wi-Fi,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:15:06,19-23 años,Femenino,Bachillerato o equivalente,Más de 2 horas,Siempre,A veces,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Con audífonos,Ruido blanco,No,Tareas difíciles,A veces,Casi nunca,Energía,Difícil,Si,Si,Influye mucho,Depende,"Si, mejora",Ejercicios prácticos / Matemáticas / Programación,"Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Ruido Blanco (White Noise), Lo-Fi / Ambient, Pop / Urbano, Electrónica","No, es puramente instrumental",4,3,4,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:15:21,19-23 años,Masculino,Licenciatura,Menos de 1 hora,Casi siempre,Si,Más o menos,Materias Prácticas,Sí,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,A veces,Tareas repetitivas,No,Casi nunca,Evitar el silencio,Media,Si,Depende,Un poco,Medio,No cambia,"Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Pop / Urbano, Rock / Metal, Electrónica, Boleros","Sí, en un idioma que entiendo",4,5,4,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre","No uso playlists, elijo canciones una por una","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/12/2026 10:16:32,24-28 años,Masculino,Licenciatura,De 1 a 2 horas,Casi siempre,A veces,Más o menos,Materias Creativas,Tal vez,Me hace sentir más cómodo,Con audífonos,Silencio absoluto,A veces,Tareas fáciles,No,Algunas veces,Motivación,Fácil,No,Depende,Me distrae,Medio,No cambia,"Redacción de textos, Diseño / Creatividad","Pop / Urbano, Rock / Metal","Sí, en un idioma que entiendo",3,4,4,Estudiar con música y audífonos,Desactivo datos o Wi-Fi,No uso música para exámenes,"No uso playlists, elijo canciones una por una",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
